Area Code;Area Name;Type;State;Region;Neighborhood;Coordinates;CDU 2005;SPD 2005;FDP 2005;GREEN 2005;LEFT 2005;Elect. Particptn. 2005;CDU 2009;SPD 2009;FDP 2009;GREEN 2009;LEFT 2009;Elect. Participtn. 2009;Pop. Density;Elderly pop.;Old Pop.;Mid-aged Pop.;Young Pop.;Children Pop.;Highschool degree;No school degree;Registrd Web Doms;Business Regstr.;Income;GDP growth 2009;GDP growth 2008;Workforce;#cars;Agricult. workf.;Prod. workf.;Manufac. Workf.;Constr. workf.;Service workf.;Trade workf.;Finance workf.;Pub. serv. workf.;Bankruptcies;Unemploy.;Unempl. Youth
5116;Moenchengladbach;Urban;NRW;West;5162,5166,5370;51.179802, 6.432353;39;34,5;12,1;6,2;5,3;72,5;35;24,5;18;8,9;8,3;63,9;1515,1;20,4;28;25,7;8,7;17,2;30,3;7,7;140,2;114,1;19325;-3,1;0,5;729,1;459,3;0,7;22,4;16,3;4,9;76,9;27,6;19,2;30,1;171,8;12,2;12,2
5117;Muelheim an der Ruhr;Urban;NRW;West;5112,5113,5119,5158;51.419625, 6.882091;27,9;46,6;8,8;7,8;6,2;80,7;27,3;34,2;14,3;10,3;9,3;73,7;1834,5;24,2;28,6;24,4;7,4;15,5;34,9;4,7;145;66,7;22272;-7,9;4,5;739,1;502,1;0,9;24,1;16,6;6,1;75,1;31,1;18,2;25,8;171,7;8,4;4
5119;Oberhausen;Urban;NRW;West;5112,5113,5117,5170,5512;51.497020, 6.860825;22,9;54,2;6,1;6,7;6,9;76,8;24,1;39,5;10;8,9;11,6;68,5;2775,6;20,9;28,9;25,6;8,1;16,5;28,5;7,4;117,2;83,2;16644;-3,5;5,2;629,6;452,7;0,4;20,6;12,3;7,3;79;28,1;21,3;29,6;216;12,4;11,9
5120;Remscheid;Urban;NRW;West;5122,5124,5374,5378;51.178744, 7.188153;32,8;39,2;12,1;6,6;6,1;75,4;32,5;27,8;15,7;8,7;9,8;68,9;1493,6;22,2;27,3;24,4;8,4;17,6;29,7;5,4;119,2;84,6;22131;-9,2;1,3;821,9;491;0,6;37,2;31,9;4,6;62,2;20,9;16,2;25,2;220,1;9,8;9,3
5122;Solingen;Urban;NRW;West;5120,5124,5158,5378;51.169868, 7.087676;32,8;38,1;13,1;7,1;5,7;77;31,5;26,2;16,7;10,6;9,4;70,1;1799,2;21,9;27,5;25,5;8;17,2;34,2;5,6;148,9;91,4;21182;-6,8;1,1;655,1;484,5;0,5;31,5;26;4,7;67,9;23,7;13,3;30,9;154,7;9,4;9,7
5124;Wuppertal;Urban;NRW;West;5120,5122,5158,5374,5954;51.254356, 7.158960;29,4;40;10,9;9,2;6,8;76,3;29,2;27,2;14;12,7;11,2;68,2;2084,9;21,6;27,3;26,1;8,5;16,5;33,1;7,7;238,4;88,8;20069;-6;1;720,6;429,8;0,7;25,5;20,1;3,7;73,9;25,1;16,1;32,6;235,7;12,5;14,2
5154;Kleve;Rural;NRW;West;5170,5166,5554;51.788013, 6.125074;44,4;33,1;10,7;5,6;3,8;77,9;42,2;23,5;16,1;7,9;6,1;70,1;250;19;28,6;25,5;8,4;18,5;22,8;4,9;115,6;115,6;18223;-2;11,3;634,9;517,7;6,7;21,1;14,3;6,4;72,2;28,6;12,2;31,4;115,5;6,9;6,7
5158;Mettmann;Rural;NRW;West;5111,5112,5113,5117,5122,5124,5162,5315,5316,5378,5954;51.251076, 6.975024;36,6;37,1;12,1;6,8;4,7;79,9;34,4;25,7;17,6;9,9;7,5;73,3;1219,5;22,8;28,5;24,6;7,4;16,6;30,4;5,1;156,7;101,8;22176;-7,7;3,1;748,9;525;0,9;27,4;22,2;4,4;71,7;30,8;17,4;23,4;161;7,4;7
5162;Rhein-Kreis Neuss;Rural;NRW;West;5111,5112,5114,5116,5166,5158,5315,5358,5362,5370;51.159508, 6.634295;41,5;32,7;13;6,2;3,8;79,5;38;23;19,4;8,3;6,1;72,9;768,6;20,7;28,5;25,7;7,6;17,5;34,4;4,8;192,2;100,2;21928;-3,5;0,8;652;536,9;1,6;23;16;4,4;75,4;32,7;15,8;27;161,1;6,9;5,9
5166;Viersen;Rural;NRW;West;5114,5116,5154,5162,5170,5370;51.254422, 6.395721;39,7;33,7;12,8;6,7;4,4;78,5;37,9;22,6;18,5;8,9;7,3;72,2;535,8;20,3;29;24,9;7,8;18,1;32,3;5,4;154,8;117,7;20161;-3,9;6,1;620,6;533;3,5;26;19,4;6,1;70,5;29,3;13,9;27,2;180,3;7,1;6,6
5170;Wesel;Rural;NRW;West;5112,5114,5119,5154,5166,5554,5562,5512;51.663543, 6.628272;30,1;47,4;8,3;6,7;5;80,2;30,3;34,7;12,4;8,9;9;72,8;451,2;21;29,6;24,5;8,1;16,9;28,1;5,3;114,5;87;18922;-3,8;7,7;603,8;524,7;2,5;24,3;15;6;73,3;27,8;13,9;31,6;184,1;7,6;8,2
5314;Bonn;Urban;NRW;West;5382,7131;50.736181, 7.100606;34,7;31,9;13,7;13,3;4,4;81,3;31,1;22,5;19;16;7;76,4;2264,8;18,5;26,4;30;8,4;16,7;46;4,5;376,2;94,8;20182;0,8;6,3;1053,1;487,1;0,3;8,1;5,5;2;91,6;22,7;21,1;47,7;149,6;7,6;6,5
5315;Cologne;Urban;NRW;West;5158,5162,5362,5378,5316,5382;50.939508, 6.970756;27,2;38,1;11,5;14,9;5,8;76,2;26,9;25,7;15,6;17,9;9;70,6;2463,4;18,4;25,3;32,1;8,5;15,7;34;5,5;288,9;125,7;20298;-2,1;-2,8;978,4;425,2;0,2;14;9,8;3,2;85,8;26,5;27,5;31,8;149,3;10,6;8,7
5316;Leverkusen;Urban;NRW;West;5158,5315,5378;51.047052, 7.014202;32,5;41,3;10,6;7,9;4,7;78,2;32,6;27,4;15,4;10,4;8,4;71,1;2036,2;22,5;26,9;26;7,7;16,9;40,1;3,4;150,8;83,8;18354;-9,9;-4,5;789,4;485,7;0,5;29;24;4,1;70,5;23,4;20,2;26,9;207,2;9;9,6
5334;Aachen;Urban;NRW;West;5358,5366,5370;50.776617, 6.088972;35,09615385;39,80769231;9,957692308;7,15;5,123076923;78,34230769;33,675;28,61923077;14,76730769;9,530769231;8,407692308;71,36346154;800,9;19,2;27,4;27,2;9,9;16,3;34,2;5,3;142,9653846;86,1;17749;-2,5;2,6;725,8;496,6923077;0,8;20;14,9;4;79,2;24,5;19,4;35,3;160,5;8,782692308;8,559615385
5358;Dueren;Rural;NRW;West;5162,5334,5366,5362,5370;50.803207, 6.479883;38,5;37,7;9,4;5,7;5,5;77,6;37,7;25,5;15,1;7,8;8,4;72,1;285,4;19,3;28,5;25,7;8,5;17,9;28,8;4,1;109,7;90,7;17901;-4;5,4;620,7;510,4;2,3;25,7;17,7;5,2;72;22;19,4;30,5;198,9;8,3;9,4
5362;Rhein-Erft-Kreis;Rural;NRW;West;5162,5315,5358,5382,5366;50.903648, 6.712411;33,4;40,6;11,5;7,1;4,7;79,7;34,2;27,4;16,6;9,3;7,4;73,5;658,6;19,8;28,8;26,1;7,8;17,5;30,7;6;172;101,5;19198;-4,1;-0,5;597,1;512,4;1,4;22,8;13,1;6,5;75,7;30,5;17,1;28,2;172,4;8,1;8,4
5366;Euskirchen;Rural;NRW;West;5334,5358,5362,5382,7131,7232,7233;50.657030, 6.795127;40,4;31,7;13,9;6,3;4,7;77,2;38,4;21,1;19,6;7,9;7,8;70,5;153,8;19,7;29,3;24,6;8;18,3;28,7;5,3;131,9;101,3;18249;-4,5;0,7;606,2;532,6;3;25,4;17,5;7;71,6;26,1;13,5;32,1;190,4;6,7;7,7
5370;Heinsberg;Rural;NRW;West;5116,5162,5166,5334,5358;51.059520, 6.114604;43,2;32,5;10,7;5,2;5,1;77,3;41,5;21,5;16,4;7,2;8,2;70,2;406,3;18,9;28,7;25,3;8,5;18,6;28,5;7,1;104,6;103,5;17315;-1,1;2,9;539,2;519,1;2,7;23,3;15,1;7,7;74;28,5;14,8;30,7;170,2;8,1;9,1
5374;Oberbergischer Kreis;Rural;NRW;West;5120,5124,5378,5382,5954,5962,5966,7132;51.017282, 7.501382;39,8;34,2;11,6;6,7;4,5;77,6;38,3;24;16,8;8,6;7,5;71,1;307,7;20,1;27,3;25,2;8,5;19;26,4;5,9;130,6;85,5;21288;-8;0,8;712;539,2;1,8;34,1;28,2;5,1;64,1;22;16,2;25,9;157,7;7,5;8,2
5378;Rheinisch-Bergischer Kreis;Rural;NRW;West;5120,5122,5158,5315,5316,5374,5382;51.034731, 7.187950;37;33,6;14,1;8,8;4,1;82,9;35,5;23,3;19,1;11,3;6,6;77,3;633,6;22,1;28,4;23,9;7,4;18,2;34,6;6,1;200,3;103,6;22665;-2,8;0,4;613,9;565;1,7;23,4;16,7;6,2;74,8;26,2;16;32,7;137;6,8;6,9
5382;Rhein-Sieg-Kreis;Rural;NRW;West;5314,5315,5362,5366,5374,5378,7131,7132,7138;50.784938, 7.300044;39,3;32,6;13,4;8,2;3,9;80,5;36,3;21,9;20,4;10,5;6,3;74,2;518,9;19,5;28,4;25,5;8;18,5;35,5;5,3;172,8;98,8;20086;-1,5;4,9;562,7;515,6;2,4;21,1;14,6;5,9;76,5;26,3;17,8;32,4;153;6,4;7,2
5512;Bottrop;Urban;NRW;West;5113,5119,5170,5562;51.528670, 6.944004;26,6;53,6;5,7;5,3;6,1;79,6;26,7;39,7;10,4;6,9;10,7;71,2;1165,3;21;29,1;25,2;8,1;16,5;28,5;7,3;96,6;86,7;17978;-4,5;14;610,7;506,4;1,9;26,5;12,6;5,2;71,6;25,7;13,4;32,5;170,5;8,8;10,7
5513;Gelsenkirchen;Urban;NRW;West;5113,5562,5911,5916;51.517321, 7.070581;23,2;53,8;5,5;5,7;7,9;73,6;23,2;42;9;6,9;12,1;64,9;2477,1;21,1;27,7;25,7;8,5;17;26,5;9,3;102,6;72,7;15905;-4,6;-1,2;653,2;421,9;0,5;21,9;14,4;4,9;77,7;24,4;18,3;35;295,2;15,1;15,8
5515;Muenster;Urban;NRW;West;5558,5566,5570;51.961511, 7.626157;35,6;35,3;10,3;13,4;4;83;33,7;23,7;14,7;17,2;6,7;77,7;909,5;17,9;24,9;31,7;9,8;15,8;41,6;6,7;257,4;84,8;21757;-0,9;3,9;1048,5;454,2;0,9;12,6;8,6;2,9;86,5;22,9;22,7;40,9;119,6;6,5;5,5
5554;Borken;Rural;NRW;West;5154,5170,5558,5562,5566;51.848251, 6.854053;49,3;30,5;9,9;5,1;3,3;80,7;45,4;21,9;16,5;7,3;5,4;73,6;260,4;17,2;26,3;26,6;9,1;20,8;20,7;5,9;172,8;110,4;18859;-5,6;4,8;735,7;492,2;4,1;32,8;24,5;7,7;63,1;27,6;11;24,6;127,1;5,9;5,9
5558;Coesfeld;Rural;NRW;West;5515,5554,5566,5562,5570,5915,5978;51.939108, 7.167981;44,8;31,6;11;7;3,6;82,8;42,6;22;16,6;9,2;6;77,1;198,4;18;28,1;25,4;8,6;19,8;28,8;3,4;115,1;78;19399;-3,1;-3,4;607,1;551,9;5,2;23,8;17,8;5,5;71,1;28,9;10,6;31,5;119,6;4,4;4,6
5562;Recklinghausen;Rural;NRW;West;5113,5170,5512,5513,5554,5558,5911,5913,5916,5978;51.613578, 7.202227;28,7;50,3;6,5;5,6;6,1;78,2;29,1;35,9;11,1;7,6;10,9;71,4;831,8;21,2;28,9;24,9;8,1;16,8;28,7;5,8;103;77;17840;-3,1;5,8;558,4;484,7;1,5;20,9;12,7;6;77,5;27,1;15,4;35;158,6;11,4;11,6
5566;Steinfurt;Rural;NRW;West;3404,3454,3456,3459,5515,5554,5558,5570;52.144588, 7.338025;39,2;39;9,8;6,4;3,6;80,9;37,8;28,4;14,6;9;6,4;74,2;247,5;18,5;26,8;25,9;8,8;20;26,5;4,6;112,4;82,6;18888;-4,4;1,7;689,8;506,6;3,3;27,2;19,8;5,6;69,5;29,5;11,9;28,1;136,6;5,2;5,1
5570;Warendorf;Rural;NRW;West;3459,5515,5558,5566,5754,5915,5974;51.953522, 7.985814;42,3;35,1;10,6;6;3,9;81;40,6;24,4;15,3;9,5;6,4;73,9;211,7;19,3;27,1;25,6;8,5;19,6;27,7;3,8;95,8;81,6;20723;-7;-0,1;686;516,3;4,7;33,2;27,3;5,5;62,1;24;11,7;26,5;140,8;6,1;6,4
5711;Bielefeld;Urban;NRW;West;5754,5758,5766;52.030023, 8.534342;31,7;39,2;8,5;11,9;6;79,9;30,4;30;11,1;14,1;9,7;72,9;1252,7;20,8;25;27,9;9,1;17,3;35;5,8;153,4;92,2;19784;-3,7;1;870,9;450,6;0,7;20,6;16,3;3,3;78,8;26,3;17,1;35,3;209,2;10,7;11,6
5754;Guetersloh;Rural;NRW;West;3459,5570,5766,5711,5758,5774,5974;51.903870, 8.387129;41,9;34,3;10,2;6,8;4,1;79,7;38,9;25,4;14,9;9,7;6,5;72,5;365,2;18,7;26,5;26,5;8,5;19,8;26,1;4,6;113,6;82,1;22587;-6,7;1,4;834,2;537,9;2,5;37,3;31,8;5;60,2;25,5;15,2;19,6;141,4;5,3;6,1
5758;Herford;Rural;NRW;West;3459,5711,5754,5766,5770;52.118530, 8.674720;35,1;41,1;9,3;6,7;5;78,5;32,2;33,3;13,4;8,7;7,9;71;556;21,6;27;24,8;8,2;18,4;32,8;5,5;119,7;99,4;20704;-5,4;-1,2;753,2;557,9;1,6;35;28,8;5,4;63,4;26,2;12,8;24,4;162,3;7,6;7,3
5762;Hoexter;Rural;NRW;West;3155,3255,5766,5774,5958,6635,6633;51.775977, 9.374012;49,2;28,2;11,3;4,6;3,7;80,5;43,4;23,6;16,4;6,3;6,1;73,8;123,7;20,9;27,5;24,3;8,5;18,8;30,2;5,7;85,7;95,5;18209;-4,4;-2,1;660,1;520,6;4,7;27,9;22;5,5;67,4;25,9;9;32,5;108,5;6,8;6,8
5766;Lippe;Rural;NRW;West;3252,3255,3257,5711,5754,5758,5762,5770,5774;52.025628, 8.907776;33,2;42,2;9,8;6,9;4,5;79,7;31,7;34,8;13,1;8,4;7,2;72,8;283,3;21,7;26,8;24;8,5;19;27;6,7;113,4;91;20683;-4;-0,5;676;530,5;2,1;29,2;23,1;5,4;68,7;24;11,7;33;169,4;9;9,1
5770;Minden-Luebbecke;Rural;NRW;West;3251,3256,3257,3459,5758,5766;52.299129, 8.888042;35;40,7;9,7;6,3;4,9;78;35,4;32,2;12,7;8;7,2;70,2;274,1;21,4;26,8;24,6;8,4;18,8;33;6,5;100;92,2;20151;-4,5;3,3;785,6;551;2,5;28,6;23,3;4,5;68,9;24,8;13,2;30,9;215,5;7,5;6,7
5774;Paderborn;Rural;NRW;West;5754,5762,5766,5974,5958;51.720376, 8.758820;50,3;27,3;10,1;5,7;3,7;78,5;43,2;20,4;17;8,6;6;70,6;240;16,8;26,3;28;9,4;19,5;27,7;5,1;134,2;96,3;18198;-4,5;2;748,7;506,5;2,5;27,4;22;4,9;70,1;25,2;15;29,9;166;7,6;7,6
5911;Bochum;Urban;NRW;West;5113,5513,5513,5562,5913,5916,5954;51.482027, 7.217661;24,4;50,2;6,4;8,9;7,1;78,9;24,2;37,1;10,4;11,4;11,3;71,1;2587,1;21,4;28,4;27,3;8,5;14,4;32,3;6,9;146,5;79,6;18006;-4,9;0,7;719,1;509,8;0,4;19,5;14,4;4,2;80,2;24,6;17,3;38,3;219,2;10,3;9,1
5913;Dortmund;Urban;NRW;West;5562,5911,5914,5954,5978;51.512585, 7.466143;24,9;49,5;7,4;9,3;6,4;75,3;24,4;34,3;11,7;12,4;11,2;68,7;2073;21;27,3;27;8,5;16,2;29,7;8,8;139,5;106,7;17333;-1,2;0;785,8;425,5;0,5;15,5;9,6;4,4;84;27,1;24;32,8;223;13,2;12,3
5914;Hagen;Urban;NRW;West;5913,5954,5962,5978;51.367483, 7.470952;30;46,9;7,5;5,9;6;75,5;30,3;32,7;11,4;9,1;10,3;67,8;1185,7;22,8;27;24,7;8,3;17,2;32,5;7;113,3;73,7;19286;-8,1;0,6;796,2;447,3;0,6;24,2;18,8;3,9;75,2;28,1;13,7;33,4;134,1;11,6;10,6
5915;Hamm;Urban;NRW;West;5558,5570,5974,5978;51.674875, 7.819581;31,1;47,5;8;5,6;5,1;76;33,5;32,5;12,1;7,3;9,5;69,3;803,3;19,8;27;26,6;8,4;18,3;25,9;6,6;93,6;81,1;16408;-3,2;6,2;656,1;453,1;1,4;23,6;14,4;5,1;74,9;28,5;13,1;33,3;193,2;10,7;9,6
5916;Herne;Urban;NRW;West;5513,5562,5911;51.536299, 7.200806;22,8;54,4;5,2;5,7;7,9;75,7;22,9;40,7;9;8,1;12,8;67,4;3221,8;21,7;28,4;26,1;7,9;15,9;27,3;7,1;94,9;70,6;16353;-3,5;11,8;560,8;413,3;0,4;21,5;11,6;7,8;78,1;25,7;17,4;35,1;253,3;13,1;12,2
5954;Ennepe-Ruhr-Kreis;Rural;NRW;West;5113,5124,5158,5374,5911,5913,5914,5962;51.375301, 7.313264;27,4;46,2;9,5;8,2;5,7;79,7;27,8;34,4;12,8;10,7;9,2;73,4;817,3;22,6;29;24,8;7,7;16;31,6;6,2;135,8;83,1;23005;-7,8;4,2;649,6;525,6;1,1;32,5;27,2;4,4;66,4;23,8;13,7;28,9;121,5;8,2;7,5
5958;Hochsauerlandkreis;Rural;NRW;West;5762,5774,5962,5966,5970,5974,6635;51.281230, 8.367963;46,6;33,6;9,6;4,1;3,6;79,4;41,9;24,4;16,3;6,3;6,7;72,7;137,8;21,1;27,1;24,8;8,3;18,8;26,6;5,9;114,9;92,3;20870;-5,9;1,4;793,2;529,4;2,8;34,1;27,6;5,4;63,1;23,1;11,9;28;107,9;6,7;6,5
5962;Maerkischer Kreis;Rural;NRW;West;5374,5914,5954,5958,5966,5974,5978;51.250732, 7.707600;35,8;39,5;10,3;5,5;5,3;76,1;34,6;28,4;15,1;7,5;8,6;69,1;409,8;20,8;27,7;24,9;8,5;18,1;24;9,3;108,2;80,3;23595;-11;1,9;726,7;514,9;1,1;43,8;38,6;4,4;55,1;20;11;24,2;165,9;8,5;8,7
5966;Olpe;Rural;NRW;West;5374,5958,5962,5970,7132;51.027896, 7.850596;51,4;29,8;9,5;3,8;3,1;79,4;46,4;21,1;16,6;6,1;5,7;73,2;196,5;18,6;26,9;26,7;8,6;19,1;26,1;6,3;101,8;83,8;24771;-10,9;0,8;763,6;540,7;2,1;44,3;37,7;6,1;53,7;21,2;10,3;22,1;98,5;5,7;7,1
5970;Siegen-Wittgenstein;Rural;NRW;West;5958,5966,6532,7132,7143,6534,6635;50.886446, 8.044830;36,6;39;9,5;5,8;5,2;78,1;34,8;28,9;14,9;8,6;8;71,8;251,3;20,6;27,8;25,6;9;17,1;31,2;4,2;124,1;71,5;21842;-9,3;3,7;789,5;536,9;1,3;34,6;29;5;64,1;24,4;12,5;27,2;106,4;7;7,3
5974;Soest;Rural;NRW;West;5570,5754,5774,5915,5958,5962,5978;51.569814, 8.104116;39,1;37,5;10,5;5,8;4,4;78,3;36,6;25,4;16,9;8,6;7,6;71;229,8;20;27,6;25,6;8,3;18,5;29,4;4,8;111,7;92,5;19203;-6,4;6,4;712,4;522,6;3,3;31,4;26,1;4,6;65,3;24,9;11,6;28,9;165,3;7,7;7,5
5978;Unna;Rural;NRW;West;5558,5562,5913,5914,5915,5962,5974;51.542422, 7.685044;28,1;49,6;7,5;6,5;5,5;79,3;27,5;36,5;12;9;9,5;72,3;762,9;20,8;28,7;24,9;8,3;17,3;30,9;6,7;98,7;77,3;18276;-6,8;2,5;580;497,6;1,4;24,2;18,1;4,7;74,4;30,2;14,2;30;194,2;10;9,9
6411;Darmstadt;Urban;Hesse;West;6432,6438;49.876088, 8.647955;28,5;35,8;10;17,4;5,9;78,1;26,4;24;13,6;20,9;9,8;74,2;1174;18,4;26,5;30,5;8,7;15,9;47,6;4,9;260,3;118,9;22598;-0,4;3,7;1253,8;464,8;0,4;20,3;17,8;2,1;79,3;20,9;23,9;34,5;73,6;7,3;6,4
6412;Frankfurt am Main;Urban;Hesse;West;6413,6433,6438,6434,6435,6436,6440;50.109324, 8.675703;29,3;30,4;13,4;16,6;6,7;75,8;27,8;21,9;17,5;17,2;10,5;71,8;2706;17,3;26,4;33,6;7,4;15,4;34;7,6;282,9;189,6;19350;-0,2;4,3;1331,2;445,2;0,2;10,4;7,1;2,7;89,3;27,4;38,9;23;100,8;8,3;8,6
6413;Offenbach am Main;Urban;Hesse;West;6412,6435,6438;50.096102, 8.776380;33,3;34,3;10,4;11,3;6,5;71,2;28,6;23,8;15,2;14;11,6;66,1;2645,8;17,6;26,1;30,3;8,4;17,7;26,7;11,9;154;259;16924;-1,1;0,2;804,1;410,2;0,2;21,3;15,5;4,7;78,5;21,3;27,3;29,9;121,2;11,4;9,5
6414;Wiesbaden;Urban;Hesse;West;6433,6436,6439,7315,7339;50.076008, 8.246980;32,1;32,6;13,3;13,3;5,1;75,6;31,1;23,5;17,7;14,1;8,6;71,2;1360,7;19,7;26,3;29,9;7,6;16,6;33,4;8,9;221,5;129,2;20573;-0,8;1,1;931,4;473;0,6;13,7;9,3;4,1;85,7;22,7;27,9;35,1;57,3;8,2;9,4
6431;Bergstrasse;Rural;Hesse;West;6432,6433,6437,7319,7331,7338,8222,8226;49.687171, 8.620225;36,5;35,3;11,2;8,6;4,3;79,4;34,5;24,6;17,3;10,8;7,5;74,3;365,2;20,7;29,2;25,5;7,6;17;32,2;5,4;158,5;116,2;20422;-2,9;3,1;580,5;571,6;2,2;25,8;17,4;6,9;72;30;14,8;27,3;70,6;5,9;5,2
6432;Darmstadt-Dieburg;Rural;Hesse;West;6411,6431,6433,6437,6438,9671,9676;49.836401, 8.812609;32,3;36,7;11,4;11,4;4,8;80,9;31;25,9;16,6;13,5;7,7;76,2;438,7;18,9;29,2;26,6;7,8;17,5;22,3;6,8;162,2;120,3;20569;-1,3;3,9;513,6;554,6;2,3;29,1;21,3;7,4;68,6;28,3;16,1;24,2;87,2;5,6;5,8
6433;Gross-Gerau;Rural;Hesse;West;6412,6414,6431,6432,6436,6438,7315,7339,7331,7319;49.921005, 8.484701;30,2;39,2;10,7;10,7;5,1;80;29,9;28;14,9;12,5;8,9;74,4;559,8;19,1;27,5;27,9;7,9;17,6;23,7;7,9;119,8;117,3;18682;-4,7;-1,6;697,7;555,5;1,1;28,7;23,6;4,6;70,2;31,3;18,7;20,2;90,5;6,2;6,6
6434;Hochtaunuskreis;Rural;Hesse;West;6412,6436,6439,6440,6532,6533;50.293768, 8.498134;38,6;26;17,9;10,7;4,1;83,4;36,7;18,9;22,3;12,1;5,9;80;469,5;22;28,1;25,7;6,4;17,9;38,4;5,4;232,8;125,9;28242;-2,8;0,2;770,8;658,5;0,9;18,4;14,2;3,9;80,7;23,5;30;27,2;60,1;4,2;4,3
6435;Main-Kinzig-Kreis;Rural;Hesse;West;6412,6413,6438,6440,6535,6631,9671,9672,9677;50.279217, 9.378309;35,3;34,6;11,4;8,7;5,5;78,5;32,9;24,3;17,3;10,6;8,7;73,4;291,2;20,2;28,5;26,3;7,8;17,2;24,1;6,7;136;117,8;19726;-3,4;-0,2;617,9;539,8;1,8;29,3;21,9;6,6;68,8;25,5;17,2;26,2;79,5;6,3;6
6436;Main-Taunus-Kreis;Rural;Hesse;West;6412,6414,6433,6434,6439;50.083734, 8.435438;40;27,9;15,6;10,1;3,7;83,1;36,9;19,6;20,9;12,1;5,8;79,3;1019,1;20,7;27,6;27,5;6,5;17,8;31,2;7,3;191,5;132,3;23612;-1,2;4,4;752,4;693,5;0,9;13,1;9,4;3,5;86,1;33,5;29,5;23;56,6;4,7;5,1
6437;Odenwaldkreis;Rural;Hesse;West;6431,6432,8225,8226,9671,9676;49.674120, 8.970240;31,9;38,8;10,9;8,4;5,7;77,9;30,9;28,2;15,6;10,3;9,4;72,2;156,3;21,3;29;24;8,4;17,3;25,9;7;99,6;99,2;18867;-3,7;-2,1;574,3;558,5;2,6;34,5;27,6;6,7;62,8;22,3;13,9;26,7;61,1;6,2;6,3
6438;Offenbach (district);Rural;Hesse;West;6411,6412,6413,6432,6433,6435,9671;50.095441, 8.779813;38,3;30,6;13,1;10,3;4,4;80,5;34;21,5;19,5;12,1;7,4;75,4;946,3;20,2;28,3;27;7,3;17;29,5;5,5;185,5;138,9;21404;-3,6;2,5;675,1;555,9;0,8;22,9;16,8;5,3;76,3;33,9;22,8;19,6;73,8;6,4;6,7
6439;Rheingau-Taunus-Kreis;Rural;Hesse;West;6414,6434,6436,6533,7141,7339;50.164766, 8.065881;36,8;32,8;13,4;10;4,1;81,3;34,9;22,7;19,3;11,7;6,6;77,6;225,9;20,8;29,4;25,6;7;17,2;26,4;6,6;168,1;120,8;21041;-1,8;2,4;523;582,5;3,5;23,2;16,7;6;73,3;24,8;18,3;30,2;50,1;4,6;4,5
6440;Wetteraukreis;Rural;Hesse;West;6412,6434,6435,6531,6532,6535;50.356427, 8.909201;34,4;34,7;12,6;9,3;4,9;78,9;33,2;25,1;17,7;10,9;7,5;74,8;270,9;19,9;28,5;26,4;7,6;17,6;34;6,5;151,2;118,6;20304;-1,6;3,1;581,5;546,7;2;25,1;18;6,1;72,9;25,3;18,5;29,1;78,5;5,7;6,7
6531;Giessen;Rural;Hesse;West;6440,6532,6534,6535;50.584060, 8.678859;31,3;36,3;12,4;10,9;5,8;77,5;30,4;27,4;15,7;12,4;8,8;72,9;299,3;18,8;27,8;27,1;10,1;16,2;29,2;6;148,6;96,4;18345;-2,8;2,6;734,1;513,2;1,3;22,2;17,1;4,3;76,5;26,5;14,5;35,5;84,2;8,2;7,6
6532;Lahn-Dill-Kreis;Rural;Hesse;West;5970,6434,6440,6531,6533,6534,7143;50.659932, 8.357307;35;37;10,6;7,2;5,8;75,1;35,3;27,6;14,4;8,9;8,5;68,9;239;20,8;27,8;25,4;8,2;17,8;20,9;6,1;116,9;82,6;20903;-8,2;3,9;717;556,5;1,4;36,3;30,6;5,2;62,4;22,7;13,1;26,6;90,1;7,1;7,9
6533;Limburg-Weilburg;Rural;Hesse;West;6434,6439,6532,7141,7143;50.437830, 8.182751;41,4;33,4;10,8;6,6;4,5;77,2;38,9;23,9;16,9;8,4;7,2;71,4;232,2;19,9;28,3;25,4;8,1;18,3;22,2;4,4;130;113,8;19119;-1,8;3,4;631,8;559,5;1,8;24,4;15,9;8;73,7;28;14,6;31,1;113,6;6,2;6,7
6534;Marburg-Biedenkopf;Rural;Hesse;West;5970,6531,6532,6535,6634,6635;50.850886, 8.746158;31,9;38,9;9,4;10,1;6,2;78,3;31,1;28,7;13,1;12,7;9,9;73,1;198,9;18,4;27,8;27;10,3;16,6;28;5,4;111,2;109,6;17511;-3,8;4;688,9;491,5;2;28,7;23,7;4,5;69,3;19,3;12,9;37,1;69,4;6,2;6,8
6535;Vogelsbergkreis;Rural;Hesse;West;6435,6440,6531,6534,6631,6632,6634;50.651069, 9.269781;33,2;38,1;12,3;6,8;5,5;78;31,3;27,5;17,3;9,4;9,5;72,9;76,1;22,7;29,3;24;7,8;16,2;18,4;6,9;103,5;75,7;18418;-4,2;1,2;605,3;576,6;5,3;31,9;23,9;7,6;62,8;23,5;8,6;30,7;48,3;6,7;5,6
6611;Kassel;Urban;Hesse;West;3152,6633;51.312096, 9.474004;26,3;41,5;8;14;7,5;75,6;24,8;28,4;12,2;17,2;12,5;69,5;1824,1;20,5;26,6;27,8;9,8;15,3;31,4;8,4;183,6;105,7;16998;-1,9;1,6;1056,7;396,8;0,5;16,5;11,7;3,3;83;26,4;18,8;37,8;96,4;12,4;12,5
